question_id,question,opa,opb,opc,opd,ans
191,"A 48-year-old man presents for a routine physical examination. The patient has a history of hyperlipidemia and nodular prostatic hyperplasia. Physical examination reveals a large mass on the lateral side of the scrotum, which can be transilluminated. It is found to be composed of dilated blood vessels draining the left testicle. The patient is at increased risk for which of the following complications?",Adenocarcinoma,Embryonal carcinoma,Infertility,Nodular prostatic hyperplasia,2
192,The cells seen after 72 hours in the infarcted area in MI are,Neutrophils,Lymphocytes,Macrophages,Monocytes,2
193,Increased levels of haemoglobin A2 is characteristic of,Sickle cell trait,Beta-Thalassaemia trait,Glucose-6-phosphate dehydrogenase deficiency,Alpha-Thalassaemia,1
194,Chromosomal translocation characteristic in acute promyelocytic leukemia is:,t ( 15; 17),t ( 22; 9),t ( 21; 17),t ( 8; 21),0
195,C-3 nephritic factor is associated with which of the following conditions?,MPGN Type 1,MPGN Type 2,Membranous nephropathy,Minimal change disease,1
196,Chromosomes involved in early onset Alzheimer's disease:,"1,14,21","1,13,22","3, 14, 20","3, 14, X",0
197,"Presence of islands of undifferentiated mesenchyme, often with cailage, and immature collecting ducts on light microscopy will be seen in which cystic disease of kidney?",Medullary sponge kidney,Autosomal recessive polycystic kidney disease (ARPKD),Autosomal dominant polycystic kidney disease (ADPKD),Multicystic renal dysplasia,3
198,"In which one of the following types of carcinoma of the breast, is a biopsy of the opposite breast advised -",Inflammatory carcinoma,Medullary carcinoma,Lobular carcinoma,Scirrhous carcinoma,2
199,Cafe-au-lait spots on the skin are characteristic of,Addision's disease,Peutz-Jeghers syndrome,Von recklinghausen disease,Hyper pituitarism,2
200,Most common malignant bone tumor,Osteogenic sarcotoma,Secondaries,Osteoma,Enchondroma,1
201,Which of the following is not included under diagnostic criteria for NF - 1?,Optic glioma,Cafe - au - lait macules,periungual fibroma,Sphenoid dysplasia,1
202,Most common site for gastrinoma -,Duodenum,Pylorus,Antrum,Colon,0
203,Which protein is defective in Becker muscular dystrophy?,Dystrophin,Actinin,Myotilin,Emerin,0
204,Inhibin inhibits:,LH releasing hormone,LH,Estrogen and progesterone,FSH,3
205,"As compared to iron deficiency anemia, which of the following is decreased in anemia of chronic disease?",Endogenous bone marrow iron stores,Serum ferritin,Transferrin saturation,TIBC,3
206,Bone marrow in Amyloid Lightchain Amyloidosis shows which of the following features?,Bone marrow plasmacytosis,Granulomatous reaction,Fibrosis,Giant cell formation,0
207,Majority of patients with HNPCC have mutations in ?,MSH I,MSH 2,MSH3,MSH4,1
208,Insulin resistance state causing hyperglycemia is present in ?,Acromegaly,Osteomalacia,Liver cell carcinoma,Somatostatinoma,0
209,"You’re assessing the stoma of a patient with a healthy, well-healed colostomy. You expect the stoma to appear:","Pale, pink and moist",Red and moist,Dark or purple colored,Dry and black,1
210,Most common ovarian tumor in young lady is ?,Dysgerminoma,Ovarian Mucinous Cystadenocarcinoma,Ovarian Serous Cystadenocarcinoma,Fibroid,0
211,"A patient by name Mahesh whose age is 60 years presented with hypercellulor Bone marrow, Peripheral Blood smear shows pancytopenia and 15 % mycloblast cells. Most likely diagnosis is",Myelodysplastic syndrome,Blast Crisis in CML,AML,Polycythemia vera,0
212,Immune granulomas are not seen in -,Tuberculosis,Syphilis,Silicosis,Berryliosis,2
213,Thromboxane A2-,Formed by platelets,Formed from PGG2\/PGH2,Prothrombotic,Vasoconstrictor,0
214,Wilson disease is due to accumulation of:September 2005,Copper,Iron,Zinc,Nickel,0
215,Which of the following mutation is seen in Cowden syndrome?,STK 11 mutation,SMAD 4 mutation,PTEN mutation,PTCH mutation,2
216,Intracellular accumulation of which of the following forms Russell bodies ?,Immunoglobulins,Cholesterol,Phospholipids,Lipoproteins,0
217,Chromophobe variant of renal cell carcinoma is associated with -,VHL gene mutations,"Trisomy of 7 and 17 (+7, +17)",3 p deletions (3p-),"Monosomy of 1 and Y (-1, -Y)",3
218,The most common etiology of native valve endocarditis is,Streptococcus viridians,Staphylococcus aureus,Enterococcus faecalis,Gram -ye bacilli,0
219,Which of the following cells do not act as antigen presenting cells. ?,T-cells,B-cells,Macrophages,Osteoclasts,0
220,"A 39-year-old man repos seeing red-colored urine in the morning. The CBC reveals anemia, low serum iron, and an elevated reticulocyte count. Laboratory studies show increased lysis of erythrocytes when incubated with either sucrose or acidified serum. Which of the following is the appropriate diagnosis",Anemia of chronic renal failure,Hereditary spherocytosis,Microangiopathic hemolytic anemia,Paroxysmal nocturnal hemoglobinuria,3
221,Characteristic feature of acute inflammation is:,Vasoconstriction,Vascular stasis,Vasodilatation and increased vascular permeability,Margination of leucocytes,2
222,"The process of coating a microbe, to target it for phagocytosis is:",Diapedesis,Margination,Chemotaxis,Opsonisation,3
223,A most characteristic feature of acute in,Vasoconstriction,Vascular stasis,Margination of leucocytes,Vasodilatation and increased vascular permeability,3
224,Which of the following is most potent vasodilator:,Serotonin,Bradykinin,Histamine,Prostaglandin,2
225,Fine Needle aspiration biopsy is indicated to diagnose:,Traumatic ulcer,Pemphigus,Necrotic pulp,Chronic gingivitis,1
226,In which of the following conditions is negative nitroblue tetrazolium dye test result seen?,Tuberculosis,Chronic granulomatous disease,Severe combined Immunodeficiency,DiGeorge syndrome,1
227,The peripheral blood smear is characteristic of:,Thalassemia,Hereditary spherocytosis,Sickle cell anemia,G6PD deficiency,1
228,Localised langerhans cells histiocytosis affecting head & neck is ?,Letterer-siwe disease,Pulmonary langerhans cell histiocytosis,Hand-schuller-christian disease,Eosinophilic granuloma,3
229,"The level of drug metabolizing enzymes in the liver determines how fast a drug is removed from the circulation. Therefore, it would be expected to find drug metabolizing enzymes",Higher in smokers than in nonsmokers,Similar in smokers and nonsmokers,Lower in smokers than in nonsmokers,Simulated by malnutri on,0
230,"A 2-year-old child has been followed for mental retardation and slow development, as well as multiple bih defects. The child has a high-pitched catlike cry. On examination, microcephaly, hypeelorism, micrognathia, epicanthal folds, low-set ears, and hypotonia are noted. Karyotypic analysis would be expected to show",5p-,22q11-,"45,XO","46,XY",0
231,Which type of amyloidosis is caused by mutations in transthyretin gene?,Familial Mediterranean fever,Familial amyloidosis polyneuropathy,Dialysis associated amyloidosis,Prion protein associated amyloidosis,1
232,'Knudson's two-hit' hypothesis is associated with,Crohn's disease,Melanoma,Ulcerative colitis,Retinoblastoma,3
233,Most abundant glycoprotein present in basement membrane is:,Laminin,Fibronectin,Collagen type-4,Heparan sulphate,0
234,Thrombomodulin-thrombin complex produces its anticoagulant effect by-,Inactivating factor V and VIII,Inactivating protein C,Inactivating protein S,Inactivating factor VIII,0
235,"A 6-years-old child belonging to Punjabi family with past history of blood transfusions presented with hemoglobin 3.5 g/dl, MCV - 30 fl, MCHC - 20. Peripheral smear findings of microcytic hypochromic anemia with target cell and reduced osmotic fragility. What is the he probable diagnosis of patient?",Alpha thalassemia major,Beta thalassemia major,Sickle cell anemia,G6PD deficiency,1
236,"To rule out rheumatoid arthrirtis, most important among the followings is?",HLA DR8,HLA DR4,HLA DQ1,HLA B27,1
237,Paroxysmal nocturnal hemoglobinuria results from acquired mutations in,PML-RARA,BCL-2,NOTCH1,PIGA,3
238,A rnultilocular cyst of the jaw is more likely:,Dental cyst.,Dentigerous cyst.,Keratocyst,Simple bone cyst.,2
239,Most common ovarian tumor -,Serous cystadenoma,Choriocarcinomac,Teratoma,Fibroma,0
240,CD marker specific for myeloid series aEUR',CD34,CD45,CD99,CD117,3
241,"In thyroglossal cyst, carcinoma which arises is",Follicular,Medullary,Papillary,Anaplastic,2
242,CD16 and CD56 are markers of,NK cells,B Lymphocytes,Helper T lymphocyte,Cytotoxic T lymphocyte,0
243,Autoclave works at which of these settings?,"160 degree C, 20 psi, 15 min","121 degree C, 15 psi, 15 min","120 degree C, 15 psi, 10 min","121 degree C, 15 psi, 15 sec",1
244,Which of the following is known as wear and tear pigment?,Lipochrome,Cytochrome,Lipoxin,Lipoprotein,0
245,Following is transmitted as autosomal dominant disorder -,Albinism,Sickle cell anemia,Hereditary spherocytosis,Glycogen storage disease,2
246,Metaplasia arises from reprograming of,Stem cells,Stellate cells,Squamous cells,Columnar cells,0
247,Critical pH for initiation of caries in dentin is:,4.3-4.5,5.2-5.5,4.9-5.1,6.2-6.5,3
248,Most common tumour due to radiation arises from -,Lung,Liver,Bone marrow,Breast,2
249,Major stage of death unbend stage renal disease patients on display is which of the following,Cardiovascular disease,Infection,Uremia,Respiratory failure,0
250,Which of the following congential anomalies is seen with maternal use of cocaine?,Sacral agenesis,Hydrops,Cerebral infarction,Hyperichosis,2
251,Alpha-1-antitrypsin deficiency occurs in,Bronchiectasis,Emphysema,Empyema,Bronchogenic carcinoma,1
252,Which one of the following is not a common feature of cystic fibrosis?,Exocrine pancreatic insufficiency,Azoospermia,Distal gastrointestinal obstruction,Polyneuropathy,3
253,An enzyme that recognizes a specific (palindromic) sequence and cuts within a DNA molecule is?,Exonuclease,Methylase,Modification enzyme,Restriction endonuclease,3
254,Best site for taking biopsy for viral oesophagitis is,Edge of ulcer,Base of ulcer,Adjacent indurated area around ulcer,Surrounding normal mucosa,0
255,A 28 year old female patient who is a lactating mother and has a history of hepatectomy reported for follow up. Which of the following cellular adaptations will be seen in this patient?,Hypertrophy of liver + Hypertrophy of breast,Hypertrophy and hyperplasia of liver + Hypertrophy of breast,Hyperplasia of liver + Hyperplasia of breast,Hyperplasia of liver + Hyperplasia and hypertrophy of breast,1
256,"Which of following lesion shows characteristic anagen, catagen, telogen phase:",Kerato acanthoma.,Basal cell carcinoma,Leukoplakia,Squamous cell carcinoma,0
257,"In Burkitts lymphoma, translocation seen is chromosome-",12-14 translocation,8 -14 translocation,4 - 8 translocation,12-18 translocation,1
258,A female married to a normal male but her father had vitamin D resistant rickets. So what are the chances that her childrens will be colour blind:March 2013,0%,50%,75%,100%,1
259,Which of the following is absent in hemolytic anemia?,Increased indirect bilirubin,Increased direct bilirubin,Increased reticulocyte count,Jaundice,1
260,"A 28-year-old woman cuts her hand while dicing vegetables in the kitchen. The wound is cleaned and sutured. Five days later, the site of injury contains an abundance of chronic inflammatory cells that actively secrete interleukin-1, tumor necrosis factor-a, interferon- a, numerous arachidonic acid derivatives, and various enzymes. Name these cells.",B lymphocytes,Macrophages,Plasma cells,Smooth muscle cells,1
261,Which of the following is a T-cell marker?,CD45,CD8,IL3,CD19,1
262,Christmas disease is due to deficiency of: September 2010,Deficiency of factor IX,Deficiency of factor X,Deficiency of factor XI,Deficiency of factor XII,0
263,Systemic features of inflammation (fever & hypotension) are mediated by,Lipoxins,Cytokines,Histamine,Leukotriene,1
264,Familial amyloidotic polyneuropathy is due to amyloidosis of nerves caused by deposition of :,Amyloid associated protein,Mutant Calcitonin.,Mutant transthyretin,Normal transthyretin,2
265,Edema occurs due to:,Increased capillary permeability,Decreased capillary permeability,Decreased interstitial fluid,Decreased blood flow,0
266,Best investigation for diagnosing amyloidosis,Rectal biopsy,Colonscopy,CT scan,Upper GI endoscopy,0
267,Metastases from carcinoma of tongue by blood stream is more likely when the carcinoma involves the,anterior third,middle third,posterior third,lateral margin,2
268,Which condition is associated with Bilateral pulselessness in hand?,Giant cell aeritis,Takayasu aeritis,Kawasaki disease,Polyaeritis nodosa,1
269,Triple helix is found in ?,Cystine,Collagen,Pectin,DNA,1
270,Mucosa associated lymphoid tumour is associated with:,Candida albicans,H. pylori,E. coli,Cytomegalovirus,1
271,"A 73-year-old woman has noticed a 10-kg weight loss in the past 3 months. She is becoming increasingly icteric and has constant vague epigastric pain, nausea, and episodes of bloating and diarrhea. On physical examination, she is afebrile. There is mild tenderness to palpation in the upper abdomen, but bowel sounds are present. Her stool is negative for occult blood. Laboratory findings include a total serum bilirubin concentration of 11.6 mg/dL and a direct bilirubin level of 10.5 mg/dL. Which of the following conditions involving the pancreas is most likely to be present?",Adenocarcinoma,Chronic pancreatitis,Cystic fibrosis,Islet cell adenoma,0
272,Procalcitonin is considered as marker for:,Sepsis,Medullary carcinoma of thyroid,Vitamin D resistant rickets,Parathyroid adenoma,0
273,Anti - LKM 2 antibodies are seen in,Type I Autoimmune hepatitis,Type II Autoimmune hepatitis,Drug induced hepatitis,Chronic hepatitis D,2
274,The size of the red blood cells is measured by,MCV,MCHC tumour,ESR tumour,MCH,0
275,"Based on the appearance of these two siblings, which pharyngeal arch appears to be most affected?",Pharyngeal arch 1,Pharyngeal arch 2,Pharyngeal arch 3,Pharyngeal arch 4,0
